,MUNICIPALITY_NAME,geometry
1462,RODENGO - SAIANO,POINT (10.110262 45.5907561)
1463,VIMODRONE,POINT (9.2871546 45.5153796)
1464,CORMANO,POINT (9.1672034 45.5442534)
1465,SUMIRAGO,POINT (8.7805741 45.7402938)
1466,SERIATE,POINT (9.7295041 45.6626378)
1467,SAN MARTINO SICCOMARIO,POINT (9.113867 45.158777)
1468,MERONE,POINT (9.2500677 45.7816459)
1469,MONTALTO PAVESE,POINT (9.2188069 44.9711375)
1470,CAZZANO SANT'ANDREA,POINT (9.8755432 45.8081323)
1471,GARGNANO,POINT (10.6308256 45.703494)
1472,BOFFALORA SOPRA TICINO,POINT (8.8311404 45.4557319)
1473,LURATE CACCIVIO,POINT (8.9907071 45.7645365)
1474,ISOLA DI FONDRA,POINT (9.7488166 45.9782347)
1475,MENCONICO,POINT (9.2760197 44.7991918)
1476,AZZANELLO,POINT (9.9198137 45.3109587)
1477,CORREZZANA,POINT (9.3055301 45.6687771)
1478,CASTIONE DELLA PRESOLANA,POINT (10.0566135 45.9193449)
1479,MONTEVECCHIA,POINT (9.3734192 45.7046501)
1480,TIGNALE,POINT (10.702392 45.7427232)
1481,VALLIO TERME,POINT (10.3896999 45.6138059)
1482,SORMANO,POINT (9.2313161 45.8928224)
1483,STAZZONA,POINT (9.2450545 46.1489089)
1484,SAN ZENONE AL LAMBRO,POINT (9.3670628 45.3231955)
1485,VAPRIO D'ADDA,POINT (9.5196327 45.5723032)
1486,ANZANO DEL PARCO,POINT (9.2076503 45.7698607)
1487,BURAGO DI MOLGORA,POINT (9.3869708 45.595804)
1488,BRINZIO,POINT (8.7948663 45.8862329)
1489,INVERIGO,POINT (9.2248195 45.7364916)
1490,OGGIONO,POINT (9.3422332 45.7915227)
1491,SAN GIORGIO BIGARELLO,POINT (10.8873394 45.1847687)
1492,OSTIGLIA,POINT (11.1505185 45.0855244)
1493,FORNOVO SAN GIOVANNI,POINT (9.6961703 45.4910767)
1494,MARTINENGO,POINT (9.7744089 45.5601894)
1495,LUVINATE,POINT (8.7674228 45.849246)
1496,GALLIAVOLA,POINT (8.8244723 45.0949226)
1497,CORRIDO,POINT (9.1242234 46.0563127)
1498,CASTELLEONE,POINT (9.7770313 45.2948519)
1499,CREMELLA,POINT (9.3050695 45.7418263)
1500,SANTA MARIA DELLA VERSA,POINT (9.3037027 44.9858946)
1501,ZINASCO,POINT (9.0301747 45.112747)
1502,MARCHENO,POINT (10.2151719 45.7166491)
1503,COMAZZO,POINT (9.4520649 45.4464736)
